customer_id,name,account_type,balance,status
163,Cust163,Current,108880.29,Active
164,Cust164,Savings,86093.84,Active
165,Cust165,Current,97751.36,Active
166,Cust166,Savings,140801.43,Active
167,Cust167,Current,28133.24,Active
168,Cust168,Savings,8489.88,Active
169,Cust169,Current,46927.92,Active
170,Cust170,Savings,130616.18,Active
171,Cust171,Current,26180.6,Active
172,Cust172,Savings,11710.88,Active
173,Cust173,Current,128038.35,Active
174,Cust174,Savings,170127.46,Inactive
175,Cust175,Current,96096.36,Active
176,Cust176,Savings,140119.26,Active
177,Cust177,Current,30664.07,Active
178,Cust178,Savings,160612.87,Active
179,Cust179,Current,153319.94,Active
180,Cust180,Savings,71712.27,Active
181,Cust181,Current,159482.36,Active
182,Cust182,Savings,198163.34,Active
183,Cust183,Current,162077.23,Inactive
184,Cust184,Savings,159621.39,Active
185,Cust185,Current,27595.26,Active
186,Cust186,Savings,123407.61,Active
187,Cust187,Current,89490.4,Active
188,Cust188,Savings,160.37,Active
189,Cust189,Current,124010.36,Active
190,Cust190,Savings,118245.88,Active
191,Cust191,Current,101316.85,Inactive
192,Cust192,Savings,9424.13,Active
193,Cust193,Current,179710.68,Active
194,Cust194,Savings,10715.31,Active
195,Cust195,Current,156837.08,Active
196,Cust196,Savings,132071.56,Active
197,Cust197,Current,167200.46,Active
198,Cust198,Savings,191332.34,Inactive
199,Cust199,Current,29351.15,Active
200,Cust200,Savings,103310.11,Active
201,Cust201,Current,164492.9,Active
202,Cust202,Savings,109595.43,Active
203,Cust203,Current,20047.29,Active
204,Cust204,Savings,58984.18,Active
205,Cust205,Current,99101.32,Active
206,Cust206,Savings,81574.63,Inactive
207,Cust207,Current,159527.37,Active
208,Cust208,Savings,43069.21,Active
209,Cust209,Current,2260.22,Active
210,Cust210,Savings,46772.78,Active
211,Cust211,Current,173463.8,Inactive
212,Cust212,Savings,97967.09,Active
213,Cust213,Current,84801.75,Active
214,Cust214,Savings,2959.17,Active
215,Cust215,Current,68848.27,Active
216,Cust216,Savings,39661.92,Active
217,Cust217,Current,136171.19,Active
218,Cust218,Savings,194847.75,Active
219,Cust219,Current,102503.3,Active
220,Cust220,Savings,63873.69,Active
221,Cust221,Current,60572.81,Active
222,Cust222,Savings,17838.47,Active
223,Cust223,Current,9416.37,Active
224,Cust224,Savings,186668.34,Active
225,Cust225,Current,89836.33,Active
226,Cust226,Savings,108847.03,Active
227,Cust227,Current,174282.89,Active
228,Cust228,Savings,72614.53,Active
229,Cust229,Current,148015.67,Active
230,Cust230,Savings,166781.97,Active
231,Cust231,Current,143621.78,Active
232,Cust232,Savings,123987.88,Active
233,Cust233,Current,184026.12,Active
234,Cust234,Savings,81262.89,Active
235,Cust235,Current,36001.33,Active
236,Cust236,Savings,59326.82,Active
237,Cust237,Current,126333.0,Inactive
238,Cust238,Savings,115184.66,Active
239,Cust239,Current,159527.29,Active
240,Cust240,Savings,97387.93,Active
241,Cust241,Current,20537.57,Active
242,Cust242,Savings,150231.86,Active
243,Cust243,Current,63888.28,Active
244,Cust244,Savings,90906.61,Inactive
245,Cust245,Current,83219.62,Active
246,Cust246,Savings,27390.34,Active
247,Cust247,Current,79240.18,Active
248,Cust248,Savings,95231.08,Active
249,Cust249,Current,15863.23,Active
250,Cust250,Savings,13332.34,Active
251,Cust251,Current,164194.77,Active
252,Cust252,Savings,197460.22,Active
253,Cust253,Current,36658.24,Inactive
254,Cust254,Savings,73101.42,Active
255,Cust255,Current,906.13,Active
256,Cust256,Savings,106356.75,Active
257,Cust257,Current,101917.01,Active
258,Cust258,Savings,151759.96,Active
259,Cust259,Current,124926.89,Inactive
260,Cust260,Savings,18950.43,Active
261,Cust261,Current,197593.04,Active
262,Cust262,Savings,102889.05,Active
263,Cust263,Current,172099.6,Inactive
264,Cust264,Savings,186488.07,Inactive
265,Cust265,Current,147995.8,Active
266,Cust266,Savings,157721.87,Active
267,Cust267,Current,132800.47,Active
268,Cust268,Savings,136536.18,Active
269,Cust269,Current,111192.48,Active
270,Cust270,Savings,138909.72,Active
271,Cust271,Current,44209.76,Inactive
272,Cust272,Savings,134690.52,Active
273,Cust273,Current,59010.41,Active
274,Cust274,Savings,109735.57,Active
275,Cust275,Current,189320.98,Active
276,Cust276,Savings,154897.18,Active
277,Cust277,Current,185490.04,Inactive
278,Cust278,Savings,5128.36,Inactive
279,Cust279,Current,7453.94,Active
280,Cust280,Savings,155535.8,Inactive
281,Cust281,Current,144842.17,Active
282,Cust282,Savings,153519.67,Active
283,Cust283,Current,150467.22,Active
284,Cust284,Savings,153694.2,Active
285,Cust285,Current,163522.54,Active
286,Cust286,Savings,129722.96,Active
287,Cust287,Current,21567.26,Inactive
288,Cust288,Savings,75912.82,Active
289,Cust289,Current,101410.87,Active
290,Cust290,Savings,162336.25,Active
291,Cust291,Current,9180.31,Active
292,Cust292,Savings,185900.03,Active
293,Cust293,Current,108761.72,Active
294,Cust294,Savings,178640.86,Inactive
295,Cust295,Current,99900.44,Active
296,Cust296,Savings,121668.07,Active
297,Cust297,Current,162704.19,Active
298,Cust298,Savings,130774.09,Active
299,Cust299,Current,10025.91,Inactive
300,Cust300,Savings,13177.22,Active
301,Cust301,Current,187021.72,Active
302,Cust302,Savings,48138.73,Active
303,Cust303,Current,155605.09,Inactive
304,Cust304,Savings,157579.76,Active
305,Cust305,Current,45533.93,Active
306,Cust306,Savings,133069.61,Active
307,Cust307,Current,148898.49,Active
308,Cust308,Savings,74250.17,Active
309,Cust309,Current,115720.66,Active
310,Cust310,Savings,64271.69,Active
311,Cust311,Current,121095.34,Active
312,Cust312,Savings,65237.09,Active
313,Cust313,Current,16950.17,Active
314,Cust314,Savings,93183.66,Active
315,Cust315,Current,81246.39,Active
316,Cust316,Savings,91238.14,Active
317,Cust317,Current,166899.31,Active
318,Cust318,Savings,104405.74,Active
319,Cust319,Current,70116.72,Active
320,Cust320,Savings,90665.23,Active
321,Cust321,Current,53075.65,Active
322,Cust322,Savings,5845.99,Active
323,Cust323,Current,79656.35,Active
324,Cust324,Savings,112401.52,Active
325,Cust325,Current,124765.33,Active
326,Cust326,Savings,125384.74,Inactive
327,Cust327,Current,147210.56,Inactive
328,Cust328,Savings,33642.92,Active
329,Cust329,Current,34131.54,Active
330,Cust330,Savings,163072.49,Active
331,Cust331,Current,183366.19,Active
332,Cust332,Savings,187551.89,Active
333,Cust333,Current,126631.74,Active
334,Cust334,Savings,142609.6,Active
335,Cust335,Current,90063.5,Inactive
336,Cust336,Savings,40041.63,Active
337,Cust337,Current,135898.67,Active
338,Cust338,Savings,183873.42,Active
339,Cust339,Current,118069.7,Active
340,Cust340,Savings,109282.85,Active
341,Cust341,Current,87110.18,Active
342,Cust342,Savings,37291.54,Active
343,Cust343,Current,39035.73,Active
344,Cust344,Savings,117357.52,Active
345,Cust345,Current,45619.16,Inactive
346,Cust346,Savings,12317.15,Active
347,Cust347,Current,74871.44,Active
348,Cust348,Savings,38435.88,Active
349,Cust349,Current,143737.5,Active
350,Cust350,Savings,153471.8,Active
351,Cust351,Current,171098.89,Active
352,Cust352,Savings,83447.37,Active
353,Cust353,Current,627.53,Active
354,Cust354,Savings,34626.58,Inactive
355,Cust355,Current,131265.9,Inactive
356,Cust356,Savings,105325.97,Active
357,Cust357,Current,114283.29,Active
358,Cust358,Savings,130223.37,Active
359,Cust359,Current,65500.95,Active
360,Cust360,Savings,11038.59,Inactive
361,Cust361,Current,4380.6,Active
362,Cust362,Savings,186645.9,Active
363,Cust363,Current,67633.48,Active
364,Cust364,Savings,8664.81,Inactive
365,Cust365,Current,93855.11,Active
366,Cust366,Savings,142082.99,Active
367,Cust367,Current,195000.27,Active
368,Cust368,Savings,176835.02,Active
369,Cust369,Current,58782.53,Inactive
370,Cust370,Savings,167438.14,Active
371,Cust371,Current,19560.41,Active
372,Cust372,Savings,45429.12,Active
373,Cust373,Current,31125.54,Active
374,Cust374,Savings,2611.87,Active
375,Cust375,Current,22444.44,Active
376,Cust376,Savings,157303.68,Active
377,Cust377,Current,151253.49,Active
378,Cust378,Savings,99550.54,Active
379,Cust379,Current,68222.46,Active
380,Cust380,Savings,35518.26,Active
381,Cust381,Current,106209.16,Active
382,Cust382,Savings,119197.01,Active
383,Cust383,Current,152403.66,Active
384,Cust384,Savings,16034.29,Active
385,Cust385,Current,6988.09,Active
386,Cust386,Savings,54797.5,Active
387,Cust387,Current,6155.37,Active
388,Cust388,Savings,95380.76,Active
389,Cust389,Current,59917.72,Active
390,Cust390,Savings,7573.46,Active
391,Cust391,Current,123658.26,Active
392,Cust392,Savings,41930.82,Active
393,Cust393,Current,40248.52,Active
394,Cust394,Savings,61927.63,Active
395,Cust395,Current,5651.16,Active
396,Cust396,Savings,164306.02,Active
397,Cust397,Current,24200.38,Active
398,Cust398,Savings,102442.72,Active
399,Cust399,Current,187648.64,Active
400,Cust400,Savings,89953.43,Inactive
401,Cust401,Current,116633.86,Active
402,Cust402,Savings,134872.65,Active
403,Cust403,Current,2694.12,Active
404,Cust404,Savings,92398.29,Active
405,Cust405,Current,39233.56,Active
406,Cust406,Savings,119443.97,Inactive
407,Cust407,Current,9760.51,Inactive
408,Cust408,Savings,6029.53,Active
409,Cust409,Current,96149.18,Active
410,Cust410,Savings,47628.83,Active
411,Cust411,Current,85369.45,Active
412,Cust412,Savings,166728.54,Active
413,Cust413,Current,140164.71,Active
414,Cust414,Savings,22857.01,Active
415,Cust415,Current,159380.49,Active
416,Cust416,Savings,69777.98,Inactive
417,Cust417,Current,25327.79,Active
418,Cust418,Savings,129736.0,Active
419,Cust419,Current,186363.45,Inactive
420,Cust420,Savings,77410.21,Active
421,Cust421,Current,88762.56,Active
422,Cust422,Savings,177717.77,Active
423,Cust423,Current,39864.53,Active
424,Cust424,Savings,199956.69,Active
425,Cust425,Current,12570.48,Active
426,Cust426,Savings,93190.49,Active
427,Cust427,Current,148585.92,Active
428,Cust428,Savings,66323.67,Active
429,Cust429,Current,189442.28,Active
430,Cust430,Savings,53084.8,Inactive
431,Cust431,Current,124798.48,Active
432,Cust432,Savings,65529.64,Active
433,Cust433,Current,134327.31,Active
434,Cust434,Savings,66762.91,Active
435,Cust435,Current,129180.63,Active
436,Cust436,Savings,68174.33,Inactive
437,Cust437,Current,125929.29,Inactive
438,Cust438,Savings,40506.82,Active
439,Cust439,Current,165960.11,Active
440,Cust440,Savings,106437.23,Active
441,Cust441,Current,166297.84,Active
442,Cust442,Savings,45356.45,Active
443,Cust443,Current,159854.03,Active
444,Cust444,Savings,93072.61,Active
445,Cust445,Current,156522.6,Active
446,Cust446,Savings,151512.88,Active
447,Cust447,Current,177941.75,Active
448,Cust448,Savings,122924.11,Active
449,Cust449,Current,6844.73,Active
450,Cust450,Savings,58596.39,Active
451,Cust451,Current,151569.01,Active
452,Cust452,Savings,89482.83,Active
453,Cust453,Current,107133.24,Active
454,Cust454,Savings,132134.16,Active
455,Cust455,Current,159615.43,Active
456,Cust456,Savings,106744.83,Inactive
457,Cust457,Current,194139.49,Active
458,Cust458,Savings,165118.46,Inactive
459,Cust459,Current,50647.02,Active
460,Cust460,Savings,126420.9,Active
461,Cust461,Current,175283.07,Inactive
462,Cust462,Savings,6943.06,Active
463,Cust463,Current,134506.89,Active
464,Cust464,Savings,163576.6,Inactive
465,Cust465,Current,118392.67,Inactive
466,Cust466,Savings,89002.06,Active
467,Cust467,Current,167242.23,Active
468,Cust468,Savings,24962.74,Active
469,Cust469,Current,60271.13,Active
470,Cust470,Savings,198009.23,Active
471,Cust471,Current,30235.32,Active
472,Cust472,Savings,28860.49,Active
473,Cust473,Current,95656.67,Active
474,Cust474,Savings,34156.39,Active
475,Cust475,Current,167536.31,Active
476,Cust476,Savings,39674.84,Active
477,Cust477,Current,86273.85,Active
478,Cust478,Savings,72806.62,Active
479,Cust479,Current,221.09,Inactive
480,Cust480,Savings,127448.24,Active
481,Cust481,Current,20318.92,Active
482,Cust482,Savings,17661.15,Active
483,Cust483,Current,100479.89,Active
484,Cust484,Savings,4939.32,Active
485,Cust485,Current,4117.96,Active
486,Cust486,Savings,192378.46,Active
487,Cust487,Current,51620.11,Active
488,Cust488,Savings,148852.03,Active
489,Cust489,Current,79499.55,Active
490,Cust490,Savings,11103.03,Active
491,Cust491,Current,145042.85,Active
492,Cust492,Savings,16361.85,Active
493,Cust493,Current,132755.76,Active
494,Cust494,Savings,93916.41,Active
495,Cust495,Current,67770.94,Active
496,Cust496,Savings,24578.63,Inactive
497,Cust497,Current,96650.93,Active
498,Cust498,Savings,167304.72,Active
499,Cust499,Current,105199.32,Active
500,Cust500,Savings,952.36,Active
501,Cust501,Current,118989.97,Active
502,Cust502,Savings,96464.3,Active
503,Cust503,Current,83870.7,Active
504,Cust504,Savings,141989.29,Active
505,Cust505,Current,113296.99,Active
506,Cust506,Savings,154647.95,Active
507,Cust507,Current,4790.19,Active
508,Cust508,Savings,147748.27,Active
509,Cust509,Current,166163.63,Active
510,Cust510,Savings,77384.08,Active
511,Cust511,Current,60757.14,Active
512,Cust512,Savings,151627.86,Active
513,Cust513,Current,87483.67,Active
514,Cust514,Savings,115732.63,Active
515,Cust515,Current,171543.76,Active
516,Cust516,Savings,62405.26,Active
517,Cust517,Current,82442.17,Active
518,Cust518,Savings,49833.36,Active
519,Cust519,Current,38497.1,Inactive
520,Cust520,Savings,188455.11,Active
521,Cust521,Current,143756.51,Active
522,Cust522,Savings,59001.6,Active
523,Cust523,Current,111587.78,Active
524,Cust524,Savings,55837.62,Inactive
525,Cust525,Current,4248.87,Active
526,Cust526,Savings,50991.12,Active
527,Cust527,Current,65572.89,Active
528,Cust528,Savings,59260.14,Active
529,Cust529,Current,165483.05,Active
530,Cust530,Savings,111922.05,Inactive
531,Cust531,Current,43431.48,Active
532,Cust532,Savings,5205.22,Active
533,Cust533,Current,138807.66,Active
534,Cust534,Savings,128765.06,Active
535,Cust535,Current,117423.65,Active
536,Cust536,Savings,63645.78,Active
537,Cust537,Current,179458.03,Inactive
538,Cust538,Savings,82648.39,Active
539,Cust539,Current,167394.88,Active
540,Cust540,Savings,9842.77,Active
541,Cust541,Current,169804.15,Active
542,Cust542,Savings,32877.86,Active
543,Cust543,Current,10760.2,Active
544,Cust544,Savings,65309.5,Active
545,Cust545,Current,196310.85,Active
546,Cust546,Savings,186021.0,Active
547,Cust547,Current,44342.34,Active
548,Cust548,Savings,73579.39,Active
549,Cust549,Current,174343.79,Active
550,Cust550,Savings,127193.65,Active
551,Cust551,Current,189306.81,Active
552,Cust552,Savings,156687.43,Inactive
553,Cust553,Current,40485.2,Active
554,Cust554,Savings,194109.46,Active
555,Cust555,Current,5187.15,Active
556,Cust556,Savings,151831.46,Active
557,Cust557,Current,16270.76,Active
558,Cust558,Savings,92588.04,Active
559,Cust559,Current,194775.36,Active
560,Cust560,Savings,158972.84,Active
561,Cust561,Current,97192.96,Active
562,Cust562,Savings,15257.28,Active
563,Cust563,Current,97508.75,Active
564,Cust564,Savings,193673.82,Active
565,Cust565,Current,5283.81,Inactive
566,Cust566,Savings,142685.2,Active
567,Cust567,Current,30077.55,Active
568,Cust568,Savings,115114.5,Active
569,Cust569,Current,48241.24,Active
570,Cust570,Savings,23426.61,Active
571,Cust571,Current,198325.57,Active
572,Cust572,Savings,181741.5,Active
573,Cust573,Current,187578.66,Active
574,Cust574,Savings,49677.94,Active
575,Cust575,Current,182650.27,Active
576,Cust576,Savings,48511.08,Active
577,Cust577,Current,58794.3,Active
578,Cust578,Savings,120981.8,Active
579,Cust579,Current,169332.48,Active
580,Cust580,Savings,52533.84,Active
581,Cust581,Current,24125.57,Active
582,Cust582,Savings,178987.2,Active
583,Cust583,Current,24213.65,Active
584,Cust584,Savings,87997.63,Active
585,Cust585,Current,130754.5,Active
586,Cust586,Savings,64395.78,Active
587,Cust587,Current,38187.9,Active
588,Cust588,Savings,147041.69,Active
589,Cust589,Current,21418.2,Active
590,Cust590,Savings,55150.34,Active
591,Cust591,Current,32367.02,Active
592,Cust592,Savings,95724.08,Active
593,Cust593,Current,19901.09,Active
594,Cust594,Savings,190143.18,Active
595,Cust595,Current,24237.35,Active
596,Cust596,Savings,72533.83,Active
597,Cust597,Current,129477.86,Active
598,Cust598,Savings,50176.7,Active
599,Cust599,Current,70107.4,Active
600,Cust600,Savings,136257.12,Active
601,Cust601,Current,72362.02,Inactive
602,Cust602,Savings,104869.24,Active
603,Cust603,Current,48291.15,Active
604,Cust604,Savings,134292.32,Active
605,Cust605,Current,41869.24,Active
606,Cust606,Savings,107398.12,Active
607,Cust607,Current,3198.69,Active
608,Cust608,Savings,34090.36,Inactive
609,Cust609,Current,54955.09,Active
610,Cust610,Savings,141230.91,Active
611,Cust611,Current,91845.81,Active
612,Cust612,Savings,177592.2,Active
613,Cust613,Current,49105.98,Active
614,Cust614,Savings,131639.71,Active
615,Cust615,Current,166879.89,Active
616,Cust616,Savings,69215.36,Active
617,Cust617,Current,93634.24,Active
618,Cust618,Savings,184945.36,Active
619,Cust619,Current,71267.15,Active
620,Cust620,Savings,101117.14,Active
621,Cust621,Current,125840.28,Active
622,Cust622,Savings,107279.83,Active
623,Cust623,Current,72863.86,Active
624,Cust624,Savings,37136.47,Active
625,Cust625,Current,28519.04,Active
626,Cust626,Savings,38363.76,Active
627,Cust627,Current,57115.07,Active
628,Cust628,Savings,184748.25,Active
629,Cust629,Current,5233.82,Active
630,Cust630,Savings,186590.89,Active
631,Cust631,Current,7982.99,Active
632,Cust632,Savings,145423.61,Active
633,Cust633,Current,10778.59,Active
634,Cust634,Savings,76651.81,Active
635,Cust635,Current,24999.11,Active
636,Cust636,Savings,126197.86,Active
637,Cust637,Current,68339.35,Active
638,Cust638,Savings,125456.76,Active
639,Cust639,Current,98442.34,Active
640,Cust640,Savings,162265.75,Active
641,Cust641,Current,107132.71,Active
642,Cust642,Savings,136068.92,Active
643,Cust643,Current,17619.57,Active
644,Cust644,Savings,100203.66,Active
645,Cust645,Current,117217.21,Active
646,Cust646,Savings,150327.58,Active
647,Cust647,Current,199113.14,Active
648,Cust648,Savings,145541.78,Active
649,Cust649,Current,40885.23,Active
650,Cust650,Savings,159808.72,Active
651,Cust651,Current,67214.7,Active
652,Cust652,Savings,5504.0,Active
653,Cust653,Current,141864.18,Active
654,Cust654,Savings,127717.68,Active
655,Cust655,Current,67761.6,Active
656,Cust656,Savings,89523.38,Active
657,Cust657,Current,112823.73,Active
658,Cust658,Savings,197500.18,Active
659,Cust659,Current,177620.36,Active
660,Cust660,Savings,89274.57,Active
661,Cust661,Current,128933.92,Active
662,Cust662,Savings,168598.81,Active
663,Cust663,Current,56000.48,Active
664,Cust664,Savings,153601.82,Active
665,Cust665,Current,62621.32,Active
666,Cust666,Savings,150093.51,Active
667,Cust667,Current,160477.03,Inactive
668,Cust668,Savings,170350.13,Active
669,Cust669,Current,78223.76,Active
670,Cust670,Savings,38818.86,Active
671,Cust671,Current,110502.25,Active
672,Cust672,Savings,101297.86,Active
673,Cust673,Current,190550.98,Inactive
674,Cust674,Savings,158772.65,Active
675,Cust675,Current,162139.4,Active
676,Cust676,Savings,114953.6,Active
677,Cust677,Current,95404.42,Active
678,Cust678,Savings,165007.76,Active
679,Cust679,Current,152940.79,Active
680,Cust680,Savings,18481.93,Active
681,Cust681,Current,121633.7,Active
682,Cust682,Savings,180647.02,Active
683,Cust683,Current,144617.54,Inactive
684,Cust684,Savings,46771.12,Inactive
685,Cust685,Current,146843.27,Active
686,Cust686,Savings,164002.57,Active
687,Cust687,Current,123443.65,Active
688,Cust688,Savings,4039.45,Active
689,Cust689,Current,156375.12,Active
690,Cust690,Savings,79350.07,Active
691,Cust691,Current,131554.73,Active
692,Cust692,Savings,152958.91,Active
693,Cust693,Current,60055.61,Active
694,Cust694,Savings,144514.96,Active
695,Cust695,Current,191863.27,Active
696,Cust696,Savings,5994.21,Active
697,Cust697,Current,65828.85,Active
698,Cust698,Savings,174139.11,Active
699,Cust699,Current,1868.27,Active
700,Cust700,Savings,49647.53,Inactive
701,Cust701,Current,92639.75,Active
702,Cust702,Savings,73484.46,Active
703,Cust703,Current,149402.97,Active
704,Cust704,Savings,180922.21,Active
705,Cust705,Current,66199.03,Inactive
706,Cust706,Savings,12740.1,Active
707,Cust707,Current,157757.77,Active
708,Cust708,Savings,19091.08,Active
709,Cust709,Current,25822.3,Active
710,Cust710,Savings,17972.95,Active
711,Cust711,Current,191860.42,Active
712,Cust712,Savings,101053.06,Active
713,Cust713,Current,6665.32,Active
714,Cust714,Savings,32317.72,Active
715,Cust715,Current,56400.4,Active
716,Cust716,Savings,57895.81,Active
717,Cust717,Current,171493.38,Active
718,Cust718,Savings,110152.76,Active
719,Cust719,Current,131349.23,Active
720,Cust720,Savings,116687.85,Active
721,Cust721,Current,54669.8,Active
722,Cust722,Savings,72648.29,Active
723,Cust723,Current,69426.01,Active
724,Cust724,Savings,134522.85,Active
725,Cust725,Current,154961.02,Active
726,Cust726,Savings,54438.04,Active
727,Cust727,Current,13782.48,Inactive
728,Cust728,Savings,90848.58,Active
729,Cust729,Current,94421.58,Inactive
730,Cust730,Savings,89013.7,Active
731,Cust731,Current,100174.72,Active
732,Cust732,Savings,98099.8,Active
733,Cust733,Current,87058.72,Active
734,Cust734,Savings,187371.79,Inactive
735,Cust735,Current,112199.34,Active
736,Cust736,Savings,10879.38,Active
737,Cust737,Current,13198.75,Active
738,Cust738,Savings,106386.41,Active
739,Cust739,Current,166466.03,Active
740,Cust740,Savings,96889.56,Active
741,Cust741,Current,12679.14,Active
742,Cust742,Savings,33511.45,Active
743,Cust743,Current,157174.2,Active
744,Cust744,Savings,54499.21,Inactive
745,Cust745,Current,175878.74,Active
746,Cust746,Savings,152787.5,Inactive
